in s,C2 in V
-6.73748E+00,-5.371E-03
-6.73735E+00,-3.223E-03
-6.73722E+00,-5.176E-03
-6.73709E+00,-4.199E-03
-6.73696E+00,-4.590E-03
-6.73683E+00,-5.176E-03
-6.73670E+00,-2.832E-03
-6.73657E+00,-3.809E-03
-6.73643E+00,-6.152E-03
-6.73630E+00,-4.199E-03
-6.73617E+00,-7.129E-03
-6.73604E+00,-4.395E-03
-6.73591E+00,-3.223E-03
-6.73578E+00,-3.027E-03
-6.73565E+00,-6.738E-03
-6.73552E+00,-4.199E-03
-6.73539E+00,-4.785E-03
-6.73525E+00,-4.004E-03
-6.73512E+00,-6.934E-03
-6.73499E+00,-3.223E-03
-6.73486E+00,-5.371E-03
-6.73473E+00,-5.566E-03
-6.73460E+00,-1.270E-03
-6.73447E+00,-4.199E-03
-6.73434E+00,-6.543E-03
-6.73421E+00,-1.660E-03
-6.73408E+00,-3.809E-03
-6.73394E+00,-5.957E-03
-6.73381E+00,-4.199E-03
-6.73368E+00,-6.152E-03
-6.73355E+00,9.766E-05
-6.73342E+00,-7.910E-03
-6.73329E+00,-5.566E-03
-6.73316E+00,-8.789E-04
-6.73303E+00,-3.613E-03
-6.73290E+00,-5.566E-03
-6.73277E+00,-3.613E-03
-6.73263E+00,-4.980E-03
-6.73250E+00,-6.738E-03
-6.73237E+00,-3.027E-03
-6.73224E+00,-8.105E-03
-6.73211E+00,-1.465E-03
-6.73198E+00,-3.418E-03
