in s,C2 in V
-1.26733E+01,-1.682E-02
-1.26731E+01,-1.682E-02
-1.26729E+01,-1.438E-02
-1.26727E+01,-1.389E-02
-1.26724E+01,-1.389E-02
-1.26722E+01,-1.389E-02
-1.26720E+01,-1.780E-02
-1.26718E+01,-1.633E-02
-1.26716E+01,-1.536E-02
-1.26713E+01,-1.389E-02
-1.26711E+01,-1.145E-02
-1.26709E+01,-1.731E-02
-1.26707E+01,-1.438E-02
-1.26705E+01,-1.536E-02
-1.26702E+01,-1.340E-02
-1.26700E+01,-1.438E-02
-1.26698E+01,-1.682E-02
-1.26696E+01,-1.340E-02
-1.26693E+01,-1.145E-02
-1.26691E+01,-1.829E-02
-1.26689E+01,-1.438E-02
-1.26687E+01,-1.194E-02
-1.26685E+01,-1.585E-02
-1.26682E+01,-1.536E-02
-1.26680E+01,-1.585E-02
-1.26678E+01,-1.633E-02
-1.26676E+01,-1.194E-02
-1.26673E+01,-1.780E-02
-1.26671E+01,-1.340E-02
-1.26669E+01,-1.878E-02
-1.26667E+01,-1.585E-02
-1.26665E+01,-1.389E-02
-1.26662E+01,-1.682E-02
-1.26660E+01,-1.633E-02
-1.26658E+01,-1.145E-02
-1.26656E+01,-1.926E-02
-1.26653E+01,-1.438E-02
-1.26651E+01,-1.340E-02
-1.26649E+01,-1.878E-02
-1.26647E+01,-1.878E-02
-1.26645E+01,-1.731E-02
-1.26642E+01,-1.536E-02
-1.26640E+01,-1.682E-02
-1.26638E+01,-1.682E-02
-1.26636E+01,-1.292E-02
-1.26634E+01,-1.926E-02
-1.26631E+01,-1.731E-02
-1.26629E+01,-1.682E-02
-1.26627E+01,-1.731E-02
-1.26625E+01,-1.585E-02
-1.26622E+01,-1.682E-02
-1.26620E+01,-1.340E-02
-1.26618E+01,-1.536E-02
-1.26616E+01,-1.878E-02
-1.26614E+01,-1.633E-02
-1.26611E+01,-1.438E-02
-1.26609E+01,-1.829E-02
-1.26607E+01,-1.878E-02
-1.26605E+01,-1.926E-02
-1.26602E+01,-2.122E-02
-1.26600E+01,-1.536E-02
-1.26598E+01,-1.975E-02
-1.26596E+01,-1.438E-02
-1.26594E+01,-1.438E-02
-1.26591E+01,-1.731E-02
-1.26589E+01,-1.780E-02
-1.26587E+01,-1.585E-02
-1.26585E+01,-1.975E-02
-1.26583E+01,-1.633E-02
-1.26580E+01,-1.829E-02
-1.26578E+01,-1.975E-02
-1.26576E+01,-1.292E-02
-1.26574E+01,-1.682E-02
-1.26571E+01,-1.682E-02
-1.26569E+01,-1.536E-02
-1.26567E+01,-1.926E-02
-1.26565E+01,-2.122E-02
-1.26563E+01,-1.975E-02
-1.26560E+01,-2.024E-02
-1.26558E+01,-1.585E-02
-1.26556E+01,-2.073E-02
-1.26554E+01,-1.878E-02
-1.26551E+01,-1.585E-02
-1.26549E+01,-2.024E-02
-1.26547E+01,-2.219E-02
-1.26545E+01,-1.975E-02
-1.26543E+01,-1.926E-02
-1.26540E+01,-2.171E-02
-1.26538E+01,-2.024E-02
-1.26536E+01,-2.073E-02
-1.26534E+01,-1.975E-02
-1.26532E+01,-1.926E-02
-1.26529E+01,-2.122E-02
-1.26527E+01,-1.780E-02
-1.26525E+01,-1.780E-02
-1.26523E+01,-2.268E-02
-1.26520E+01,-1.975E-02
-1.26518E+01,-1.975E-02
-1.26516E+01,-2.073E-02
-1.26514E+01,-1.829E-02
-1.26512E+01,-1.243E-02
-1.26509E+01,-2.024E-02
-1.26507E+01,-2.073E-02
-1.26505E+01,-1.487E-02
-1.26503E+01,-2.219E-02
-1.26500E+01,-2.073E-02
-1.26498E+01,-1.878E-02
-1.26496E+01,-2.219E-02
-1.26494E+01,-2.024E-02
-1.26492E+01,-1.829E-02
-1.26489E+01,-2.268E-02
-1.26487E+01,-2.171E-02
-1.26485E+01,-1.682E-02
-1.26483E+01,-2.268E-02
-1.26481E+01,-2.024E-02
-1.26478E+01,-1.926E-02
-1.26476E+01,-2.415E-02
-1.26474E+01,-2.073E-02
-1.26472E+01,-1.585E-02
-1.26469E+01,-1.926E-02
-1.26467E+01,-2.024E-02
-1.26465E+01,-1.731E-02
-1.26463E+01,-2.268E-02
-1.26461E+01,-2.073E-02
-1.26458E+01,-1.633E-02
-1.26456E+01,-2.219E-02
-1.26454E+01,-2.122E-02
-1.26452E+01,-2.024E-02
